Date,LIS_DailyAvgInstFlow,LIS_DailyAvgNetFlow,SR_DailyAvgNetFlow
7/10/2017,-16.8,-4.97,12800
7/11/2017,17.6,24.3,12800
7/12/2017,51,50.4,12700
7/13/2017,44,43.2,12900
7/14/2017,5.36,4.53,13800
7/15/2017,-37.3,-29.2,14800
7/16/2017,-28.4,-35,15200
7/17/2017,-31,-39.7,15200
7/18/2017,-46.8,-49.1,15200
7/19/2017,-33.1,-45.3,15200
7/20/2017,-31.2,-41.4,15200
7/21/2017,-49.9,-41.7,15500
7/22/2017,-15,-20.3,15900
7/23/2017,-29.9,-20.1,16000
7/24/2017,-29,-13.7,16500
7/25/2017,11.9,14.9,17200
7/26/2017,15.1,19.8,17500
7/27/2017,-1.74,8.33,17600
7/28/2017,2.14,-0.506,18100
7/29/2017,-14.5,-18.5,18600
7/30/2017,-14.3,-23.6,18800
7/31/2017,-8.53,-19.3,18700
8/1/2017,-5.34,-12.7,18800
8/2/2017,-7.77,-17.8,18900
8/3/2017,-56.2,-49.4,18900
8/4/2017,-59.2,-55.6,18900
8/5/2017,-37.5,-39.7,18600
8/6/2017,-31.6,-27.3,18600
8/7/2017,-19.8,-18.1,18900
8/8/2017,-29.8,-21,19000
8/9/2017,-16.8,-9.15,19100
8/10/2017,0.781,1.83,19400
8/11/2017,-15.1,-6.42,19600
8/12/2017,-15.4,-4.97,19500
8/13/2017,-3.65,-1.12,19300
8/14/2017,-0.772,-1.38,19300
8/15/2017,10.6,-11.5,19600
8/16/2017,-26.3,-40.2,19700
8/17/2017,-36.3,-48.8,19900
8/18/2017,-33.8,-43.4,20000
8/19/2017,-51.3,-42.8,20100
8/20/2017,-31.8,-33.7,20300
8/21/2017,-45.7,-27.4,20600
8/22/2017,-11.8,-9.98,20800
8/23/2017,-26.6,-12.1,20900
8/24/2017,-11.3,-5.92,21200
8/25/2017,-10.6,-11.6,21500
8/26/2017,-45.3,-34.7,21600
8/27/2017,-35.2,-36.7,21600
8/28/2017,-35.9,-29.7,21400
8/29/2017,10.5,-2.31,21200
8/30/2017,27.8,7.64,21200
8/31/2017,-8.41,-10.1,21000
9/1/2017,-17.2,-19.5,20600
9/2/2017,-13.8,-19.9,20400
9/3/2017,-28.6,-32.3,20600
9/4/2017,-48,-36.1,20900
9/5/2017,-8.62,-14.3,21300
9/6/2017,-30.7,-20.9,21500
9/7/2017,-26.1,-19,21700
9/8/2017,-9.56,-1.05,21800
9/9/2017,26.6,27.8,22100
9/10/2017,32.7,43.7,22400
9/11/2017,54.2,70.9,22500
9/12/2017,107,111,22100
9/13/2017,117,108,21700
9/14/2017,157,116,22200
9/15/2017,98.2,81.4,22300
9/16/2017,37.9,48.2,22000
9/17/2017,69.8,58,21900
9/18/2017,-1.39,4.9,21600
9/19/2017,-66.9,-54.6,21500
9/20/2017,-87.2,-75.1,21200
9/21/2017,-69.5,-67.3,20700
9/22/2017,-60.8,-57.5,20900
9/23/2017,-72.2,-66.4,20900
9/24/2017,-79.9,-75,20600
9/25/2017,-71.8,-72.6,20500
9/26/2017,-72.1,-70.3,20400
9/27/2017,-61.7,-62.3,20400
9/28/2017,-38.6,-50.5,20400
9/29/2017,-39,-50.7,20500
9/30/2017,-45.3,-52.1,20400
10/1/2017,-42,-44.8,20100
10/2/2017,-58.6,-59.4,19800
10/3/2017,-91.9,-84.3,19400
10/4/2017,-83,-82.8,18700
10/5/2017,-83.9,-78,17500
10/6/2017,-75.2,-70.5,16300
10/7/2017,-65.7,-61.5,14900
10/8/2017,-47,-46.2,14200
10/9/2017,-56.3,-51.6,13500
10/10/2017,-78.9,-71.8,13300
10/11/2017,-69.1,-69.2,13400
10/12/2017,-44.7,-58.8,13300
10/13/2017,-45.7,-58.4,13100
10/14/2017,-56.7,-61,12700
10/15/2017,-58,-63.7,12300
10/16/2017,-78.4,-71,11900
10/17/2017,-74.3,-70,11700
10/18/2017,-56.8,-56.9,11600
10/19/2017,-52.3,-47.8,11600
10/20/2017,-37.8,-37.1,12000
10/21/2017,-39,-35.9,11900
10/22/2017,-34.4,-36.2,11700
10/23/2017,-54.6,-49.4,11400
10/24/2017,-66.2,-63.4,11300
10/25/2017,-77.3,-72.5,11200
10/26/2017,-75.9,-73,11200
10/27/2017,-56,-63.4,11100
10/28/2017,-53.1,-61.4,10800
10/29/2017,-60.8,-67.5,10400
10/30/2017,-63.1,-62.7,10200
10/31/2017,-15.9,-27.8,10300
11/1/2017,-40.1,-29.8,10400
11/2/2017,-31.9,-29.7,10700
11/3/2017,-32.1,-30.1,10700
11/4/2017,-46.1,-37.2,10800
11/5/2017,-20.2,-19.3,11200
11/6/2017,-4.11,-2.5,11700
11/7/2017,1.28,-0.0406,11900
11/8/2017,-31.1,-15.2,11400
11/9/2017,5.52,-1.59,11300
11/10/2017,21.6,14.1,11400
11/11/2017,19.6,4,11800
11/12/2017,-10.1,-11.8,12200
11/13/2017,-27.6,-25.3,12300
11/14/2017,-35.6,-36.3,12200
11/15/2017,-44.4,-40.4,12100
11/16/2017,-22.9,-21.3,13300
11/17/2017,9.39,11.1,15800
11/18/2017,31.7,28.6,18700
11/19/2017,15,18.4,19500
11/20/2017,5.56,9.7,17500
11/21/2017,18,18.9,15500
11/22/2017,28.9,32.6,14500
11/23/2017,49.3,42.6,15100
11/24/2017,46.5,47.4,15600
11/25/2017,49,43.6,15100
11/26/2017,30.6,37,14600
11/27/2017,47.6,35.9,14700
11/28/2017,2.49,6.38,15200
11/29/2017,-13.9,-14.9,16200
11/30/2017,-30.4,-26,16600
12/1/2017,-14,-15.1,16400
12/2/2017,-9.66,-7.24,16300
12/3/2017,-3.57,9.01,16000
12/4/2017,58.3,41.6,15900
12/5/2017,-0.193,13.6,15400
12/6/2017,-2.89,-2.66,15200
12/7/2017,3.18,0.958,15100
12/8/2017,-2.15,-2.36,14700
12/9/2017,-0.0208,-3.63,14500
12/10/2017,6.41,-1.25,14400
12/11/2017,-1.29,2.01,14300
12/12/2017,7.36,5,14300
12/13/2017,-5.27,-1.41,14200
12/14/2017,-3.51,-4.68,14200
12/15/2017,-4.32,6.28,14200
12/16/2017,60.2,38.9,14500
12/17/2017,4.63,19.3,14300
12/18/2017,17.3,15.8,14100
12/19/2017,22.7,23.4,14000
12/20/2017,29.7,32.9,14100
12/21/2017,44.3,40.9,14300
12/22/2017,40.5,39.8,14300
12/23/2017,44.6,42.2,14100
12/24/2017,30.3,29.4,13800
12/25/2017,19,17.2,13700
12/26/2017,17,15.6,13700
12/27/2017,14.3,14.5,13800
12/28/2017,28.2,19.9,13700
12/29/2017,0.967,2.73,13400
12/30/2017,-12.4,-8.25,13200
12/31/2017,-9.86,2.15,13100
1/1/2018,33,15.4,13100
1/2/2018,-22.1,-3.23,12900
1/3/2018,11.2,5.61,12600
1/4/2018,11.3,14.6,12500
1/5/2018,32.2,30.3,12700
1/6/2018,59.8,57.5,12900
1/7/2018,83.6,87.4,13000
1/8/2018,156,199,14700
1/9/2018,487,432,19800
1/10/2018,496,492,25200
1/11/2018,458,449,27400
1/12/2018,379,387,26300
1/13/2018,305,313,23700
1/14/2018,287,280,21100
1/15/2018,276,276,19400
1/16/2018,270,263,18200
1/17/2018,227,242,17400
1/18/2018,235,235,16600
1/19/2018,238,233,16200
1/20/2018,205,205,16700
1/21/2018,180,182,18100
1/22/2018,171,169,18600
1/23/2018,157,168,18100
1/24/2018,219,221,18400
1/25/2018,314,296,19300
1/26/2018,284,279,19900
1/27/2018,207,212,21100
1/28/2018,175,185,21300
1/29/2018,200,204,20000
1/30/2018,263,258,18600
1/31/2018,287,281,17800
2/1/2018,253,252,17500
2/2/2018,212,221,17000
2/3/2018,213,211,16400
2/4/2018,206,208,16000
2/5/2018,218,217,15700
2/6/2018,228,223,15600
2/7/2018,212,214,15600
2/8/2018,210,209,15400
2/9/2018,212,217,14800
2/10/2018,254,245,14500
2/11/2018,254,261,13900
2/12/2018,285,279,13700
2/13/2018,257,256,13400
2/14/2018,210,216,13200
2/15/2018,203,196,13300
2/16/2018,156,162,12900
2/17/2018,138,141,12100
2/18/2018,136,146,11400
2/19/2018,184,167,11600
2/20/2018,147,148,11500
2/21/2018,110,115,11400
2/22/2018,109,110,11500
2/23/2018,116,109,11700
2/24/2018,84.5,87.2,11300
2/25/2018,75.5,79.3,11200
2/26/2018,93.2,NA,11700
2/27/2018,NA,NA,12400
2/28/2018,NA,NA,12200
3/1/2018,191,NA,13300
3/2/2018,341,317,16000
3/3/2018,311,301,17600
3/4/2018,216,223,17400
3/5/2018,159,164,16000
3/6/2018,133,137,14500
3/7/2018,139,141,13300
3/8/2018,153,150,12500
3/9/2018,151,152,12200
3/10/2018,159,157,12200
3/11/2018,153,154,12100
3/12/2018,151,151,11800
3/13/2018,175,176,12300
3/14/2018,204,200,16000
3/15/2018,187,195,22300
3/16/2018,222,215,27100
3/17/2018,207,207,29200
3/18/2018,170,171,28200
3/19/2018,133,138,25400
3/20/2018,136,150,22800
3/21/2018,244,249,25900
3/22/2018,411,439,39600
3/23/2018,811,786,52900
3/24/2018,1060,1020,58700
3/25/2018,997,987,57800
3/26/2018,853,861,50800
3/27/2018,750,743,44300
3/28/2018,610,608,40000
3/29/2018,433,441,36400
3/30/2018,326,346,33600
3/31/2018,352,341,31100
4/1/2018,300,304,29300
4/2/2018,279,279,28300
4/3/2018,262,263,28400
4/4/2018,244,243,32400
4/5/2018,222,256,41400
4/6/2018,461,465,53100
4/7/2018,769,791,63900
4/8/2018,1250,1340,72900
4/9/2018,2300,2220,77500
4/10/2018,2820,2700,75500
4/11/2018,2640,2650,68700
4/12/2018,2290,2240,58900
4/13/2018,1510,1580,49600
4/14/2018,1170,1180,42900
4/15/2018,894,918,37900
4/16/2018,760,746,34200
4/17/2018,571,587,31100
4/18/2018,464,453,28000
4/19/2018,302,315,25100
4/20/2018,214,226,23000
4/21/2018,187,182,21500
4/22/2018,141,148,19800
4/23/2018,148,142,18700
4/24/2018,141,142,17400
4/25/2018,146,141,15700
4/26/2018,127,131,14600
4/27/2018,136,134,14500
4/28/2018,121,124,14300
4/29/2018,116,117,13700
4/30/2018,114,115,13300
5/1/2018,109,112,12400
5/2/2018,123,115,11800
5/3/2018,92.1,91,11700
5/4/2018,55,58.6,11400
5/5/2018,33.3,38,10600
5/6/2018,42.6,41.4,10300
5/7/2018,52,53.3,10300
5/8/2018,59.5,57.2,9820
5/9/2018,70.3,64.4,9590
5/10/2018,63.3,71,10300
5/11/2018,101,88.8,11500
5/12/2018,61.4,61.9,10700
5/13/2018,54.3,55.3,9750
5/14/2018,65.2,64.2,8880
5/15/2018,55.5,53.6,8230
5/16/2018,40.5,42.3,8170
5/17/2018,27.1,32.1,8030
5/18/2018,24.7,24.6,8050
5/19/2018,14.9,25.6,8350
5/20/2018,45.7,40.7,8790
5/21/2018,46.5,39.6,8830
5/22/2018,17.5,13.4,9190
5/23/2018,-6.49,-2.41,10500
5/24/2018,-4.18,-8.07,11500
5/25/2018,-16.9,-15.9,12400
5/26/2018,-26.2,-25.2,13100
5/27/2018,-31.4,-29.1,13900
5/28/2018,-16.4,-20.1,14600
5/29/2018,-13.3,-18.2,14700
5/30/2018,-25.2,-8.43,14300
5/31/2018,40.9,30.6,14300
6/1/2018,5.23,10.1,13800
6/2/2018,-35.4,-27.7,13000
6/3/2018,-38,-40.3,12200
6/4/2018,-40.6,-33.6,11900
6/5/2018,-1.2,-12.7,12000
6/6/2018,-15,-16.1,12000
6/7/2018,-8,-15.1,12100
6/8/2018,-22.1,-24.8,12000
6/9/2018,-34.4,-34.3,12000
6/10/2018,-31.3,-35.4,11900
6/11/2018,-53.6,-50,11500
6/12/2018,-62.3,-65.1,11100
6/13/2018,-65.9,-60.2,10800
6/14/2018,-31.5,-28.1,10700
6/15/2018,7.7,8.69,10600
6/16/2018,-17.7,-2.14,10500
6/17/2018,-6.28,-12.9,10900
6/18/2018,-18,-17.4,11300
6/19/2018,-29.4,-34.1,11400
6/20/2018,-45.7,-47.6,11700
6/21/2018,-47.7,-50.3,12100
6/22/2018,-45.7,-51.5,12400
6/23/2018,-56.7,-63.6,13100
6/24/2018,-97.4,-88.4,13300
6/25/2018,-46.8,-52.6,13700
6/26/2018,-43.4,-45.6,13600
6/27/2018,-80.6,-70.4,13100
6/28/2018,-64.5,-66.2,12700
6/29/2018,-81.6,-77.3,12500
6/30/2018,-99.6,-94,12000
7/1/2018,-107,-95.7,11700
7/2/2018,-74.1,-76.4,12000
7/3/2018,-68.9,-70.6,12100
7/4/2018,-74.9,NA,12200
7/5/2018,NA,NA,12400
7/6/2018,-69.6,NA,12800
7/7/2018,-73.2,-76.2,13100
7/8/2018,-75.9,-79.6,13300
7/9/2018,-66.2,-73,13700
7/10/2018,-69,-72.1,14000
7/11/2018,-58.6,-70.5,14700
7/12/2018,-89.5,-77.9,15700
7/13/2018,-81.2,-79.6,16300
7/14/2018,-103,-88.9,16300
7/15/2018,-88.3,-80.1,16400
7/16/2018,-73.5,-69.3,16800
7/17/2018,-77.4,-76.2,16900
7/18/2018,-83.2,-84.8,17000
7/19/2018,-81.5,-91.7,16800
7/20/2018,-96.8,-102,16700
7/21/2018,-103,-107,16700
7/22/2018,-93.4,-96.8,16600
7/23/2018,-81.9,-89.2,16500
7/24/2018,-107,-103,16500
7/25/2018,-98.7,-102,16500
7/26/2018,-116,-108,16500
7/27/2018,-111,-107,16700
7/28/2018,-102,-99.8,16800
7/29/2018,-107,-98.6,16900
7/30/2018,-100,-94.7,17200
7/31/2018,-93.6,-88.1,17600
8/1/2018,-79.9,-79,18000
8/2/2018,-78.1,-78.3,18400
8/3/2018,-74.8,-78.1,18400
8/4/2018,-79.8,-81.2,18300
8/5/2018,-68.3,-79.9,19100
8/6/2018,-68.1,-77.7,19700
8/7/2018,-78.5,-80.6,20000
8/8/2018,-54.9,-70.3,20100
8/9/2018,-81.9,-73,20200
8/10/2018,-73,-71.8,20000
8/11/2018,-86.8,-75.6,19800
8/12/2018,-78.4,-71.3,19700
8/13/2018,-73.1,-65.1,19500
8/14/2018,-76,-64.7,19200
8/15/2018,-64.7,-62.4,18900
8/16/2018,-57.9,-60,18600
8/17/2018,-53.8,-61.6,18200
8/18/2018,-68.2,-75.8,17700
8/19/2018,-83.9,-89.9,17300
8/20/2018,-87.9,-96.4,17200
8/21/2018,-85.1,-89.4,17300
8/22/2018,-65.4,-73.7,17500
8/23/2018,-81.2,-70.2,17500
8/24/2018,-49.4,-51.5,17800
8/25/2018,-45.6,-45,18000
8/26/2018,-55.4,-45.6,17800
8/27/2018,-26.1,-1.8,17600
8/28/2018,165,153,17400
8/29/2018,271,269,17600
8/30/2018,307,305,17900
8/31/2018,323,320,18100
9/1/2018,306,311,18000
9/2/2018,289,296,17800
9/3/2018,285,282,17600
9/4/2018,282,279,17500
9/5/2018,339,337,17600
9/6/2018,432,424,18000
9/7/2018,472,463,17900
9/8/2018,448,445,17800
9/9/2018,399,408,17800
9/10/2018,392,395,17800
9/11/2018,390,395,17700
9/12/2018,400,408,17800
9/13/2018,449,444,17900
9/14/2018,453,457,17600
9/15/2018,481,487,17300
9/16/2018,551,531,17300
9/17/2018,487,492,17000
9/18/2018,448,440,16800
9/19/2018,390,387,16700
9/20/2018,322,326,16500
9/21/2018,283,282,16200
9/22/2018,249,244,16100
9/23/2018,179,178,15800
9/24/2018,102,109,15500
9/25/2018,73.5,72.5,15400
9/26/2018,17.6,21,15500
9/27/2018,-49,-38.6,15300
9/28/2018,-83.5,-63.1,15300
9/29/2018,-47.9,-50.9,15400
9/30/2018,-46.4,-47.7,15400
10/1/2018,-51.6,-52.8,15200
10/2/2018,-56.1,-66.3,14900
10/3/2018,-65,-74.3,14600
10/4/2018,-66.9,-78.9,14200
10/5/2018,-75.4,-82.4,13800
10/6/2018,-99.3,-84.7,13600
10/7/2018,-63.6,-68.3,13300
10/8/2018,-86.4,-81.3,12300
10/9/2018,-110,-98.2,11500
10/10/2018,-96.8,-93.4,11400
10/11/2018,-89.6,-85,11600
10/12/2018,-83.7,NA,11400
10/13/2018,NA,NA,11100
10/14/2018,NA,NA,11100
10/15/2018,-69,NA,10900
10/16/2018,-73.5,-75.6,10600
10/17/2018,-49.1,-66.2,10500
10/18/2018,-67.4,-67.8,10500
10/19/2018,-44.1,-37.9,10500
10/20/2018,3.53,-4.67,10400
10/21/2018,-13.4,-9.69,10300
10/22/2018,-10.3,-11.7,10300
10/23/2018,-15.5,-13.8,10200
10/24/2018,-10.1,-11.6,9910
10/25/2018,-13.6,-12,9580
10/26/2018,-10.1,-9.72,9060
10/27/2018,-6.14,-7.83,8510
10/28/2018,-19.3,-17.6,8370
10/29/2018,-72.5,-42.4,8760
10/30/2018,-21.6,-33.4,8910
10/31/2018,-24.8,-28.3,8890
11/1/2018,-2.8,-16,8980
11/2/2018,9.63,-0.219,9110
11/3/2018,-12.7,-11,9190
11/4/2018,-28,-25,8910
11/5/2018,-25,-21.8,8770
11/6/2018,-22,-21.1,8560
11/7/2018,-35.3,-24.3,8330
11/8/2018,-14.2,-22.4,8280
11/9/2018,-54,-48.8,7850
11/10/2018,-77.9,-70.5,7460
11/11/2018,-80.5,-76.3,7440
11/12/2018,-57.5,-60.7,7540
11/13/2018,-41.9,-48.3,7670
11/14/2018,-52.2,-49.4,7810
11/15/2018,-37.5,-46.5,7890
11/16/2018,-40.7,-46.2,7990
11/17/2018,-50.5,-50.3,8130
11/18/2018,-53.1,-52.8,8240
11/19/2018,-54,-54.5,8450
11/20/2018,-53.8,-51,9000
11/21/2018,-31.7,-22.5,9750
11/22/2018,34.1,32.2,10400
11/23/2018,67.6,67.2,11300
11/24/2018,71.2,75.2,12200
11/25/2018,59,62.8,12600
11/26/2018,36.1,36.1,12700
11/27/2018,5.28,17.6,12600
11/28/2018,28,48.2,12500
11/29/2018,162,134,13300
11/30/2018,220,196,15400
12/1/2018,212,218,17100
12/2/2018,293,296,18500
12/3/2018,364,334,17600
12/4/2018,209,225,15700
12/5/2018,152,151,14200
12/6/2018,70.2,87.2,13200
12/7/2018,69.5,70.4,12700
12/8/2018,84.8,83.1,12300
12/9/2018,72.9,75.1,11600
12/10/2018,38.3,42.1,11100
12/11/2018,6.51,11.7,11200
12/12/2018,22.2,12.1,11200
12/13/2018,12,9.94,10600
12/14/2018,3.74,9.96,10000
12/15/2018,29.7,22.2,10100
12/16/2018,54.2,63.6,10600
12/17/2018,171,152,12700
12/18/2018,172,178,16200
12/19/2018,228,245,21600
12/20/2018,356,313,21900
12/21/2018,174,195,18800
12/22/2018,98.5,117,16600
12/23/2018,111,111,15800
12/24/2018,109,128,15600
12/25/2018,198,177,15800
12/26/2018,183,178,17500
12/27/2018,164,154,20300
12/28/2018,126,126,19900
12/29/2018,114,110,17500
12/30/2018,95.9,106,15600
12/31/2018,141,129,14400
1/1/2019,117,119,13200
1/2/2019,97.5,99.3,12500
1/3/2019,82.8,89,12300
1/4/2019,95.8,97.6,11900
1/5/2019,92.5,119,11800
1/6/2019,204,244,13200
1/7/2019,623,572,17100
1/8/2019,864,899,23300
1/9/2019,1240,1190,27700
1/10/2019,1330,1350,29700
1/11/2019,1510,1500,32900
1/12/2019,1650,1620,33400
1/13/2019,1610,1570,30700
1/14/2019,1270,1240,27400
1/15/2019,712,766,25000
1/16/2019,614,865,25400
1/17/2019,2320,2150,33100
1/18/2019,3060,NA,43900
1/19/2019,NA,NA,50500
1/20/2019,NA,NA,55100
1/21/2019,NA,NA,56000
1/22/2019,NA,NA,55100
1/23/2019,NA,NA,54400
1/24/2019,NA,NA,51600
1/25/2019,NA,NA,45800
1/26/2019,NA,NA,39800
1/27/2019,NA,NA,35000
1/28/2019,NA,NA,31700
1/29/2019,3060,NA,28800
1/30/2019,2790,2780,26300
1/31/2019,2410,2390,24300
2/1/2019,1870,1900,23000
2/2/2019,1500,1590,22900
2/3/2019,1800,1850,26800
2/4/2019,2440,2390,36200
2/5/2019,2720,2670,45100
2/6/2019,2770,2810,51900
2/7/2019,3070,3040,55200
2/8/2019,3170,3160,53500
2/9/2019,3210,3200,49300
2/10/2019,3180,3170,45700
2/11/2019,3110,3110,44000
2/12/2019,3090,NA,44600
2/13/2019,NA,NA,50000
2/14/2019,NA,NA,61600
2/15/2019,NA,NA,75200
2/16/2019,NA,NA,81000
2/17/2019,NA,NA,79800
2/18/2019,NA,NA,75500
2/19/2019,NA,NA,72000
2/20/2019,NA,NA,68700
2/21/2019,NA,NA,63400
2/22/2019,NA,NA,58700
2/23/2019,NA,NA,54300
2/24/2019,NA,NA,49600
2/25/2019,NA,NA,47000
2/26/2019,NA,NA,55000
2/27/2019,NA,NA,74700
2/28/2019,NA,NA,83400
3/1/2019,NA,NA,82900
3/2/2019,NA,NA,80700
3/3/2019,NA,NA,80900
3/4/2019,NA,NA,80700
3/5/2019,NA,NA,79700
3/6/2019,NA,NA,79500
3/7/2019,NA,NA,80200
3/8/2019,NA,NA,80500
3/9/2019,NA,NA,79800
3/10/2019,NA,NA,78300
3/11/2019,NA,NA,77000
3/12/2019,NA,NA,74900
3/13/2019,NA,NA,71800
3/14/2019,NA,NA,70700
3/15/2019,NA,NA,69500
3/16/2019,NA,NA,68200
3/17/2019,NA,NA,67300
3/18/2019,NA,NA,66000
3/19/2019,NA,NA,64800
3/20/2019,NA,NA,63400
3/21/2019,NA,NA,61700
3/22/2019,NA,NA,60300
3/23/2019,NA,NA,59000
3/24/2019,NA,NA,57600
3/25/2019,NA,NA,56300
3/26/2019,NA,NA,56400
3/27/2019,NA,NA,59000
3/28/2019,NA,NA,62800
3/29/2019,NA,NA,65300
3/30/2019,NA,NA,66000
3/31/2019,NA,NA,66200
4/1/2019,NA,NA,66100
4/2/2019,NA,NA,65800
4/3/2019,NA,NA,65700
4/4/2019,NA,NA,67800
4/5/2019,NA,NA,70500
4/6/2019,NA,NA,71500
4/7/2019,NA,NA,72200
4/8/2019,NA,NA,72000
4/9/2019,NA,NA,70600
4/10/2019,NA,NA,69700
4/11/2019,NA,NA,69200
4/12/2019,NA,NA,69700
4/13/2019,NA,NA,71300
4/14/2019,NA,NA,71500
4/15/2019,NA,NA,71000
4/16/2019,NA,NA,69800
4/17/2019,NA,NA,69100
4/18/2019,NA,NA,68000
4/19/2019,NA,NA,67300
4/20/2019,NA,NA,65600
4/21/2019,NA,NA,62700
4/22/2019,NA,NA,60300
4/23/2019,NA,NA,58100
4/24/2019,NA,NA,55700
4/25/2019,2220,NA,53500
4/26/2019,1940,1940,51000
4/27/2019,1670,1650,49000
4/28/2019,1280,1320,47000
4/29/2019,1140,1160,45200
4/30/2019,1100,1080,43200
5/1/2019,900,898,41400
5/2/2019,678,697,39700
5/3/2019,566,545,37900
5/4/2019,356,376,36100
5/5/2019,288,294,34200
5/6/2019,280,286,33700
5/7/2019,289,281,34100
5/8/2019,250,256,33700
5/9/2019,250,259,33100
5/10/2019,283,269,32800
5/11/2019,229,231,31800
5/12/2019,193,187,30800
5/13/2019,157,162,30600
5/14/2019,175,170,30600
5/15/2019,168,195,31000
5/16/2019,320,302,32300
5/17/2019,378,388,34900
5/18/2019,522,565,38000
5/19/2019,937,919,40800
5/20/2019,1260,1270,42400
5/21/2019,1580,1540,43200
5/22/2019,1590,1560,42800
5/23/2019,1420,1450,42400
5/24/2019,1460,1440,41000
5/25/2019,1350,1330,38800
5/26/2019,1090,1110,37000
5/27/2019,980,989,37000
5/28/2019,939,941,38200
5/29/2019,913,905,38500
5/30/2019,825,815,36900
5/31/2019,645,661,35900
6/1/2019,597,620,37500
6/2/2019,747,741,40300
6/3/2019,849,825,42300
6/4/2019,764,750,44500
6/5/2019,557,546,46400
6/6/2019,322,366,47100
6/7/2019,342,344,46400
6/8/2019,366,367,46200
6/9/2019,370,353,45300
6/10/2019,263,262,43700
6/11/2019,188,181,40700
6/12/2019,108,104,36500
6/13/2019,64.3,56.7,32400
6/14/2019,45.9,48.1,28600
6/15/2019,25.8,33.9,26200
6/16/2019,34.7,39.9,25100
6/17/2019,60.8,63.3,24500
6/18/2019,63.2,69.4,23500
6/19/2019,58.6,67.8,22300
6/20/2019,63.5,70.3,21400
6/21/2019,63.2,66.7,20700
6/22/2019,66,60,19800
6/23/2019,54.6,55,19000
6/24/2019,56.9,52.8,18300
6/25/2019,48.1,34.7,17600
6/26/2019,-2.03,-3.58,16600
6/27/2019,-14.7,-23.7,16000
6/28/2019,-26.2,NA,15500
6/29/2019,NA,NA,15500
6/30/2019,NA,NA,16500
7/1/2019,NA,NA,18200
7/2/2019,NA,NA,19300
7/3/2019,NA,NA,19300
7/4/2019,-46.9,NA,19000
7/5/2019,-48.7,-38.5,19100
7/6/2019,-39.3,-27.5,19200
7/7/2019,-14.1,-6.19,19000
7/8/2019,39,31.3,19000
7/9/2019,56.1,42.3,18800
7/10/2019,33.1,17.2,18300
7/11/2019,-11.7,NA,18000
7/12/2019,NA,NA,17700
7/13/2019,-39.4,NA,17500
7/14/2019,-55.8,NA,17400
7/15/2019,NA,NA,17300
7/16/2019,NA,NA,17300
7/17/2019,NA,NA,17100
7/18/2019,-41.8,NA,16700
7/19/2019,-45.8,-37.2,16600
7/20/2019,-38.2,-33.5,16900
7/21/2019,-17.6,-19,17300
7/22/2019,-9.69,-6.99,17600
7/23/2019,-1.81,-6.18,17600
7/24/2019,-26.7,-33.9,17700
7/25/2019,-63.5,-62.1,17600
7/26/2019,-62.8,-70.7,17500
7/27/2019,-60.7,-70.8,17600
7/28/2019,-65,NA,18000
7/29/2019,NA,NA,18400
7/30/2019,NA,NA,18800
7/31/2019,-33.9,NA,18900
8/1/2019,-70.4,-53.1,19200
8/2/2019,-47.4,-43.5,19300
8/3/2019,-45.7,-35.4,19400
8/4/2019,-46.8,-34,19500
8/5/2019,-37.9,-34.3,19700
8/6/2019,-38.8,-36.8,19900
8/7/2019,-32.5,-43.5,20200
8/8/2019,-47.8,-57.4,20300
8/9/2019,-42.4,-54.7,20300
8/10/2019,-42.1,-51.9,20100
8/11/2019,-50,-44.7,20100
8/12/2019,-28,-29.7,20400
8/13/2019,-37.7,-34.7,20500
8/14/2019,-48.3,-43.5,20500
8/15/2019,-46.7,-49.5,20500
8/16/2019,-75.5,-68.7,20400
8/17/2019,-93.7,-75.4,20400
8/18/2019,-49.5,-46,20700
8/19/2019,-20.7,-20.5,21000
8/20/2019,-18.1,-11,21200
8/21/2019,-8.53,-9.89,21500
8/22/2019,-40.8,-28.6,21600
8/23/2019,-20.2,-22.8,21800
8/24/2019,19,-5.84,22000
8/25/2019,19,-3.79,22100
8/26/2019,-13.7,-2.09,21800
8/27/2019,113,127,21300
8/28/2019,326,328,21000
8/29/2019,508,498,21100
8/30/2019,579,573,21100
8/31/2019,574,579,21300
9/1/2019,599,599,21900
9/2/2019,603,605,22000
9/3/2019,572,581,22000
9/4/2019,592,598,22100
9/5/2019,665,661,22500
9/6/2019,718,697,22800
9/7/2019,657,664,22300
9/8/2019,656,655,22100
9/9/2019,670,668,21500
9/10/2019,662,663,21300
9/11/2019,662,663,21400
9/12/2019,677,674,21400
9/13/2019,653,656,21200
9/14/2019,651,648,21400
9/15/2019,646,654,21400
9/16/2019,661,647,21400
9/17/2019,602,624,21300
9/18/2019,657,635,21100
9/19/2019,572,562,20900
9/20/2019,409,400,20900
9/21/2019,140,187,20700
9/22/2019,75.6,75.6,20200
9/23/2019,63.8,37.9,19800
9/24/2019,-2.62,-7.37,19500
9/25/2019,-12.6,-10.9,19100
9/26/2019,4.97,7.34,18600
9/27/2019,41,39.6,18600
9/28/2019,47.6,61.9,18800
9/29/2019,64.5,64.5,18900
9/30/2019,32,42.8,19000
10/1/2019,18.9,18.6,19100
10/2/2019,-29.5,-19.6,19200
10/3/2019,-45.7,-37.5,19400
10/4/2019,-30.4,-38.6,19300
